Track Name,File Path,Source_URL,duration_ms,item_type,energy_category,Intro_Duration,Punch_Ms,outro_duration,bpm,Bitrate,Lyrics,Year,Art Ratio,Length
Janet Jackson - Funny How Time Flies (When You're Having Fun) [Control],Z:/Old School 70s80s/Janet Jackson - Funny How Time Flies (When You're Having Fun) [Control].mp3,,268513,Music,Old School 70s80s (Smooth),10000,0,20000,0,250,"Il me plait d'etre avec tu.
Je ne sais pas ou a ou le temps s'est enfui.
Oh je t'aime mon cherie

Funny how time flies when you're having fun
Ooh baby
Funny how time flies when you're having fun (fun)
Oh baby

I don't know where it all went
Time passed us by
Just when it seemed the fun began
Ooh

Funny how time flies when you're having fun, please stay
Funny how time flies (please stay) when you're having fun, mmm

But time never ends
Let's find the time
To get together once again, someday soon

Funny how time flies when you're having fun, mmm, yeah, hoo
Funny how time flies when you're having fun (fun)

Don't you ever leave
(Funny how time flies when you're having fun)
Don't you ever go
Say you love me so
(Funny how time flies when you're having fun)
Mmm

Funny how time flies when you're having fun
When you're having fun, yeah, hmhmm
Funny how time flies when you're having fun (fun)

Je ne sais pas ou le temps s'est enfui.
Il me plait d'etre avec tu.

I really don't know where all the time went
I really have to go
Stop, stop
Oh I really have to go
Oh, I really have to go
One more time?

Oh je t'aime mon cheri.

Oh - oh, oh",1986,1.0,4:28
Janet Jackson - The Pleasure Principle [Control],Z:/Old School 70s80s/Janet Jackson - The Pleasure Principle [Control].mp3,,298031,Music,Old School 70s80s (Smooth),10000,0,20000,0,258,"You might think I'm crazy, but I'm serious
It's better you know now
What I thought was happiness, was only part-time bliss
You can take a bow

It was all just one big night out on the town
Riding in your limousine
We turned right, then I said wrong
Which brings us to a stop
As the light is changing

Oh, my meter's running so I got to go, now
It's the pleasure principle, oh-oh oh-oh oh-oh
It's the principle of pleasure, oh-oh
It's the pleasure principle, oh-oh, oh-oh
It's true, you want to build your life on guarantees

Hey, take a ride in a big yellow taxi
I'm not here to feed your insecurities
I wanted you to love me
This has become an all too familiar scene
It's not the first time I've paid the fare
Where'd you get the idea of material possession?
Thank you for the ride nowhere

And oh my meter's running, so I really have to go
It's the pleasure principle, oh-oh oh-oh oh-oh
It's the principle of pleasure, oh-oh
It's the pleasure principle, oh-oh oh-oh oh-oh

I know what you mean to me
Baby this is nowhere
You know what became between you and me
Human differential

It's the principle of pleasure oh-oh oh oh oh
It's the pleasure principle, principle
Oh, oh whoa

You might say that I'm no good
I wouldn't trust your looks, baby, if I could
I got too many things I wanna do before I'm through

It's the pleasure principle, it's the pleasure principle
It's the pleasure principle
Baby you can hold me down, baby you can hold me down
After all the love that we've been through
After all you put me through, love me, love me
It's the pleasure principle, yeah, yeah, yeah, yeah",1986,1.0,4:58
Glenn Jones - Show Me [Everybody Loves a Winner (Expanded Edition)],Z:/Old School 70s80s/Glenn Jones - Show Me [Everybody Loves a Winner (Expanded Edition)].mp3,,238811,Music,Old School 70s80s (Smooth),10000,0,20000,0,261,"Oh
Oh Oh Oh, yeah
I've been watching you
Just to see how far you would go
You're gonna have to prove
Make a move and let it show
I know it's getting late
And you gotta go home
But before you go
Baby just
Show me
Show me what I got to do
Baby if you love me (you love me)
I'll do anything for you
Show me
It's hard for you and me to put our feelings on this play
But if you look into my eyes
You'll know why I feel this way, baby
I know it's getting late
And you gotta go home
But before you go
Baby just
Show me
Show me what I got to do (My sweet babe)
Baby if you love me (you love me)
I'll do anything for you
Show me
Show me
Show me what I got to do (Show Me)
Baby but before you go
Come on and show me (Show me)
I know it's getting late
And you gotta go home
But before you go baby
Ah...
Open up and let me in baby
Yeah...
Show me (Show me)",1983,1.0,3:58
Anita Baker - Just Because [Giving You the Best That I Got],Z:/Old School 70s80s/Anita Baker - Just Because [Giving You the Best That I Got].mp3,,311301,Music,Old School 70s80s (Smooth),10000,0,20000,0,254,"My my
When I think about how much I'm loving you
No limitations, no set of regimented rules
I'm amazed how much this love has touched my life
And the commitment that we share is a welcome sacrifice

This must be, sweet fatal attraction
My life-long date with destiny
Love this strong, it just brings out the passion
I never knew was here in me

I love you just because
I love you just because
Just because I do, my darlin'

Emotions more than words can help me say
I love you, and I love you, and I love you
Just because you're you
Just because you're you
Just because you're you

You're a diamond in my mind, a treasure found
A precious gem to me, you're so nice to have around
I'm so glad I took the path that led to this
And it's amazin' loving you, I'm doin' things
I never thought I'd do

I don't know, there ain't no explanation
Of why I'm sharin' love at last this way
I won't try to work out all my reasons
I'II use these words to simply say

I love you just because
I love you just because
Just because I do, my darlin'
Emotions more than words can help me say
I love you, and I love you, and I love you

I love you just because
I love you just because
Just because I do, my darlin'
Emotions more than words can help me say
I love you, and I love you, and I love you, I love you, baby

Could it be that there's more to this than meets the eye
Maybe that's the reason why
All I know is when I'm in your arms it feels all right
I'II hold you tight and I come alive

I love you just because
I love you just because
Just because I do, my darlin'
Emotions more than words can help me say
I love you (And I love you, and I love you)
Hey, a-hey-hey, a-hey, hey...

(I love you) Just because, (I love you)
Just because I do - oh, yeah (Darlin'...)
I, I couldn't take it back if I wanted to
I just love you... (And I love you, and I love you)
Hey, hey, I just love you, baby

(I love you) just because, (I love you)
Ain't nothin' I can do... (Darlin')
Nothin' I can do about it, nothin' I can do about it
I just love you... (And I love you, and I love you)
I just love you, I just love you

(I love you) just because, (I love you)
Couldn't take it back if I wanted to (Darlin'...)
That's just the way it is, baby
That's just the way it is, baby
(And I love you, and I love you)
Oh, hey, don't I love you

(I love you) just because, (I love you...)",1988,1.0,5:11
Janet Jackson - Miss You Much [Rhythm Nation 1814],Z:/Old School 70s80s/Janet Jackson - Miss You Much [Rhythm Nation 1814].mp3,,252369,Music,Old School 70s80s (Smooth),10000,0,20000,0,261,"Shot like an arrow through my heart
That's the pain I feel, I feel whenever we're apart
Not to say that I'm in love with you
But who's to say that I'm not
I just know that it feels wrong when I'm away too long
And it makes my body hot
So let me tell ya baby

I'll tell your mama, I'll tell your friends
I'll tell anyone whose heart can comprehend
Send it in a letter, baby tell you on the phone
I'm not the kinda girl who likes to be alone

I miss ya much (boy, oh, I, miss you much)
I really miss you much (M-I-S-S you much)
I miss ya much (boy, oh, I, miss you much)
I really miss you much (M-I-S-S you much)

I'm rushing home, just as soon as I can
I'm rushing home to see your smiling face
And feel your warm embrace
It makes me feel so g-g-good
So I'll tell you baby

I'll tell your mama, I'll tell your friends
I'll tell anyone whose heart can comprehend (baby)
Send it in a letter baby, tell you on the phone
I'm not the kinda girl who likes to be alone

I miss ya much (boy, oh, I, miss you much)
I really miss you much (M-I-S-S you much)
I miss ya much (boy, oh, I, miss you much)
I really miss you much (M-I-S-S you much)

I miss ya much (boy, oh, I, miss you much)
I really miss you much (M-I-S-S you much)
I miss ya much (boy, oh, I, miss you much)
I really miss you much (M-I-S-S you much)

Miss you much, I miss you much
I really, really miss you
Miss you much, I miss you much
I brought you here to tell the world I miss you

I'll tell your mama, I'll tell your friends
I'll tell anyone whose heart can comprehend, baby
Send it in a letter baby, tell you on the phone
I'm not the kinda girl who likes to be alone

I miss ya much (boy, oh, I, miss you much)
I really miss you much (M-I-S-S you much)
I miss ya much (boy, oh, I, miss you much)
I really miss you much (M-I-S-S you much)
I miss ya much (boy, oh, I, miss you much)
I really miss you much (M-I-S-S you much)
I miss ya much (boy, oh, I, miss you much)
I really miss you much (M-I-S-S you much)

That's the end?",1989,1.0,4:12
Whitney Houston - I Wanna Dance with Somebody (Who Loves Me) [Whitney],Z:/Old School 70s80s/Whitney Houston - I Wanna Dance with Somebody (Who Loves Me) [Whitney].mp3,,291344,Music,Old School 70s80s (Smooth),10000,0,20000,0,272,"Huh, yeah, woo!
Hey yeah, huh
Ooh yeah, uh-huh, yeah
I wanna dance

Clock strikes upon the hour
And the sun begins to fade
Still enough time to figure out
How to chase my blues away
I've done alright up 'til now
It's the light of day that shows me how
And when the night falls
The loneliness calls

Oh, I wanna dance with somebody
I wanna feel the heat with somebody
Yeah, I wanna dance with somebody
With somebody who loves me

Oh, I wanna dance with somebody
I wanna feel the heat with somebody
Yeah, I wanna dance with somebody
With somebody who loves me

I've been in love and lost to my senses
Spinning through the town
Sooner or later, the fever ends
And I wind up feeling down
I need a man who'll take a chance
On a love that burns hot enough to last
So when the night falls
My lonely heart calls

Oh, I wanna dance with somebody
I wanna feel the heat with somebody
Yeah, I wanna dance with somebody
With somebody who loves me

Oh, I wanna dance with somebody
I wanna feel the heat
Yeah, I wanna dance with somebody
With somebody who loves me

Somebody who, somebody who
Somebody who loves me
Somebody who, somebody who
To hold me in his arms, oh

I need a man who'll take a chance
On a love that burns hot enough to last
So when the night falls
My lonely heart calls

Oh, I wanna dance with somebody
I wanna feel the heat with somebody
Yeah, I wanna dance with somebody
With somebody who loves me

Oh, I wanna dance with somebody
I wanna feel the heat with somebody
Yeah, I wanna dance with somebody
With somebody who loves me

Ooh, ooh (dance)
You know, baby (dance)
Woo! Yeah (dance)
Now get with this
Whoa

Don't you wanna dance (dance) with me, baby?
Don't you wanna dance (dance) with me, boy?
Hey, don't you wanna dance (dance) with me, baby?
With somebody who loves me

Don't you wanna dance? Say you wanna dance
Don't you wanna dance? (Dance)
Don't you wanna dance? Say you wanna dance
Don't you wanna dance? (Dance)
Don't you wanna dance? Say you wanna dance, uh-huh (dance)
With somebody who loves me

Ooh, ooh (dance)
Ooh, ooh (dance)
Ooh, ooh (dance)
Hey baby",1987,1.0,4:51
Luther Vandross - Don't You Know That_ [Never Too Much],Z:/Old School 70s80s/Luther Vandross - Don't You Know That_ [Never Too Much].mp3,,242730,Music,Old School 70s80s (Smooth),10000,0,20000,0,260,"I got your love
You need to look no further
Don't you know that?
Don't you know that?

After my love
You'll never need another
Don't you know that?
Don't you know that?

I don't make no promises I can't keep
And I promised myself that I'd love you forever
How many times must I say that
For you to understand

Don't you know that I love you so
Baby, don't you know? (Don't you know that?)
I love you so, ooh, don't you know (don't you know that?)
Oh

Without a doubt
You are my sweetest inspiration
Don't you know that?
Don't you know that?

I'm always down
For anything that you say
Don't you know that?
Don't you know that?

I love you so, yeah
I really love you, don't you know, yeah
Don't you know that?
Alright, don't you know that?

I really, really do, yeah
I'm really so in love with you, yeah
Don't you know that?
Alright, ooh, yeah

I used to doubt every girl that I'd meet
I thought that nobody could knock me off my feet
But you are the one who made my heart's bell ring
And that's why I'm sure that this is the real thing, yeah

Don't you know that I love you?
Don't you know, ooh, ooh
Oh, don't you know that I love
Don't you know, oh, yeah
Don't you know that I love you so
Don't you know that?
I bet a million dollars that you know

Don't you know that?
Hey, baby, really don't you know that
Ooh, don't you know that?
Don't you know I, don't you know I love you?

Don't you know that?
Hey, baby, really, don't you know that?
Don't you know that? Don't you know?
Ooh, ooh, I love

Don't you know that?
Hey, baby, really, don't you know that?
Don't you know that?
Don't you know that?

Don't you know that?
Hey, baby, really, don't you know that?
Don't you know, don't you know?
That I love (don't you know that?)

Don't you know that?
Hey, baby, really, don't you know that?
Don't you know that?
Don't you know that?
Don't you know that?
Hey, baby, really, don't you know that?",1981,1.0,4:02
Mtume - Juicy Fruit (Vocal Remix) [Juicy Fruit (Expanded)],Z:/Old School 70s80s/Mtume - Juicy Fruit (Vocal Remix) [Juicy Fruit (Expanded)].mp3,,355788,Music,Old School 70s80s (Smooth),10000,0,20000,0,266,"You know very well
What you are
You're my sugar thing
My chocolate star
I've had a few
But not that many
But you're the only love
That gives me good and plenty

Juicy fruit (juicy)
Juicy (yeah)
Juicy fruit
Juicy

Candy rain
Comin' down
Taste you in my mind
And spread you all around
Here I am
oh, this love's for you
Hey, baby
Sweet as honey dew

Close my eyes
oh, what fantasy
And you're right here with me
Juicy
Cherry blossom kiss
What you're givin'
Makes my body rock
Keeps me sizzlin'
Do what you want
I don't care
I'll be your lollipop
You can lick me everywhere

Juicy fruit (you're so)
Juicy (juicy)
Juicy fruit (yeah)
Juicy

Here I am
This love's for you
Hey, baby
You're sweet as honey dew
Close my eyes
oh, what fantasy
And you're here, you're right here with me
Yeah, yeah, yeah, yeah
Juicy (Yes you are, baby)
Juicy fruit
Juicy
Woohooo
(In the morning)

Juicy fruit (oh baby)
Juicy (I like it, I like it)
Juicy fruit (in the morning, oh, babe)
Juicy (oh)
Juicy fruit (candy rain comin' down)
Juicy (turns me all around)
Juicy fruit (I like it, I like it)
Juicy
Juicy fruit
Juicy
Juicy fruit",1983,1.0,5:55
The Pointer Sisters - Slow Hand [Black & White (Expanded Edition)],Z:/Old School 70s80s/The Pointer Sisters - Slow Hand [Black & White (Expanded Edition)].mp3,,232020,Music,Old School 70s80s (Smooth),10000,0,20000,0,264,"As the midnight moon, was drifting through
The lazy sway of the trees
I saw the look in your eyes, lookin' into mine
Seeing what you wanted to see
Darlin' don't say a word, cause I already heard
What your body's sayin' to mine
I'm tired of fast moves
I've got a slow groove
On my mind
I want a man with a slow hand
I want a lover with an easy touch
I want somebody who will spend some time
Not come and go in a heated rush
I want somebody who will understand
When it comes to love, I want a slow hand
On shadowed ground, with no one around
And a blanket of stars in our eyes
We are drifting free, like two lost leaves
On the crazy wind of the night
Darlin', don't say a word, 'cause I already heard
What your body's sayin' to mine
If I want it all night
You say it's alright
We got the time
'Cause I got a man with a slow hand
I got a lover with an easy touch
I got somebody who will spend some time
Not come and go in a heated rush
I found somebody who will understand
When it comes to love, I want a slow hand
If I want it all night
Please say it's alright
It's not a fast move
But a slow groove
On my mind
'Cause I got a man with a slow hand
I got a lover with an easy touch
I found somebody who will spend some time
Not come and go in a heated rush
I found somebody who will understand
I found a lover with a slow hand
Oh, lover with the slow hand
And I get all excited with his easy touch
I found somebody who will spend the night
Not come and go in a heated rush",1981,1.0,3:52
Whitney Houston - Saving All My Love for You [Whitney Houston (The Deluxe Anniversary Edition)],Z:/Old School 70s80s/Whitney Houston - Saving All My Love for You [Whitney Houston (The Deluxe Anniversary Edition)].mp3,,237322,Music,Old School 70s80s (Smooth),10000,0,20000,0,266,"A few stolen moments, is all that we shared
You've got your family, and they need you there
Though I try to resist, being last on your list
But no other man's gonna do
So I'm saving all my love for you

It's not very easy, living all alone
My friends try and tell me, find a man of my own
But each time I try, I just break down and cry
'Cause I'd rather be home feeling blue
So I'm saving all my love for you

You used to tell me, we'd run away together
Love gives you the right to be free
You said be patient, just wait a little longer
But that's just an old fantasy

I've got to get ready, just a few minutes more
Gonna get an old feeling, when you walk through that door
'Cause tonight, is the night for feeling alright
We'll be making love the whole night through
So I'm saving all my love
Yes, I'm saving all my love
Yes, I'm saving all my love for you

No other woman is gonna love you more
'Cause tonight is the night
That I'm feeling all right
We'll be making love the whole night through

So I'm saving all my love
Yeah, I'm saving all my lovin'
Yes, I'm saving all my love for you
For you
For you",1985,1.0,3:57
Bobby Brown - My Prerogative [Don't Be Cruel],Z:/Old School 70s80s/Bobby Brown - My Prerogative [Don't Be Cruel].mp3,,291631,Music,Old School 70s80s (Smooth),10000,0,20000,0,261,"Get Busy!
Everybody's talking all this stuff about me
Why don't they just let me live?
I don't need commission, make my own decisions
That's my prerogative

They say I'm crazy
I really don't care
That's my prerogative
They say I'm nasty
But I don't give a damn
Getting girls is how I live
Some messy questions
Why am I so real?
But they don't undersand me
I really don't know the deal about her brother
Trying hard to make it right
Not long ago
Before I win this fight, sing

Everybody's talking all this stuff about me
Why don't they just let me live?
Tell me why I don't need commission
Make my own decisions
That's my prerogative
It's my prerogative (it's my prerogative)

It's the way that I wanna live (it's my prerogative)
I can do just what I feel (it's my prerogative)
No one can tell me what to do (it's my prerogative)
'Cause what I'm doing I'm doing for you

Don't get me wrong
I'm really not souped
Ego trips is not my thing
All these strange relationships really gets me down
I see nothing wrong in spreading myself around

Everybody's talking all this stuff about me
Why don't they just let me live?
Tell me why I don't need commission
Make my own decisions
That's my prerogative
It's my prerogative (it's my prerogative)

I can do what I wanna do (it's my prerogative)
I can live my life (it's my prerogative)
And I'm doing it just for you (it's my prerogative)

Tell me, tell me why can't I live my life
Live my life without all of the things
That people say oh

Yo, teddy kick it like this
Oh no no I can do what I wanna do
Me and you together together together together together

Everybody's talking all this stuff about me
Why don't they just let me live?
Tell me why I don't need commission
Make my own decisions
That's my prerogative
It's my prerogative (it's my prerogative)",1988,1.0,4:51
The Pointer Sisters - Jump [Break Out (1983 Version - Expanded Edition)],Z:/Old School 70s80s/The Pointer Sisters - Jump [Break Out (1983 Version - Expanded Edition)].mp3,,262609,Music,Old School 70s80s (Smooth),10000,0,20000,0,252,"Your eyes tell me how you love me
Can feel it in your heart beat
I know you like what you see
Hold me, I'll give that you need
Wrap your love around me
You're so excited, I can feel you
Getting hotter, oh baby
I'll take you down, I'll take you down
Where no one's ever gone before
And if you want more, if you want more
More, more, more

Jump for my love
Jump in and feel my touch
Jump you want to taste my kisses
In the night then

Jump, jump for my love
Jump, I know my heart can make you happy
Jump in, you know these arms
Can feel you up
Jump, you want to taste my kisses
In the night then
Jump, jump for my love

You told me, I'm the only woman for you
Nobody does you like I do
Then make a move before you try and
Go much farther, oh baby
You're the one, you, you are the one
And heaven waits here at my door
And if you want more,
If you want more, more, more then
When you are next to me, oh I come alive

Your love burns inside
Feels so right
Come to me if you want me tonight jump
Jump if you want to taste my kisses
In the night then
Jump, jump, jump
Jump, you know my heart can
Make you happy
Jump, you know theese arms can feel you up
Jump in, you want to taste my kisses
In the night then
Jump, jump for my love",1983,1.0,4:22
Keith Sweat - Right and a Wrong Way [Make It Last Forever],Z:/Old School 70s80s/Keith Sweat - Right and a Wrong Way [Make It Last Forever].mp3,,317179,Music,Old School 70s80s (Smooth),10000,0,20000,0,252,"You' re mine, mine, mine, mine
I' m gonna love you right, girl
You may be young but you' re ready
(Ready to learn)

You're not a little girl, you' re a woman
(Take my hand)
Let me tell you, baby
I' m yours for the taking, so you can

(Do what you please)
Don' t take my love for granted
You' re all I
(I' ll ever need)

Hold me, hold me in your arms
(Oh baby)

Never let me go
(There's a right and a wrong way to love somebody)
A right way to love somebody, to love me right
(There' s a good and a bad way to love somebody)
There' s a good, oh whoa oh whoa oh

You do me good, ooh
So don't play no silly games with me, baby
(No, no, no, no it' s just not my thing)
No, no, no all I need is your loving here

(Hold me tight baby, with the joy you can bring)
Mmm, take me I'm yours
(Take me)
I' m willing
(Ooh, baby)
Hold me, hold me in your arms, hey baby
(I don't want to let you go)

Never let go
You, you' re all I need in this world
(Oh baby)
Ooh, you got to know, you better know
You better know my, my, my baby
(There's a right and a wrong way to love somebody)

You know, you know mean the world to me, girl
(There' s a good and a bad way to love somebody)
I? m gonna treat you good
Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah baby, ooh, yeah
I want your loving, girl
All night long, all night long, all night long, girl
We' ll be like two lovers in a tree
(There' s a right and a wrong way to love somebody)
Me and you, girl
(Whoa, whoa, whoa)
Ooh, you know my love is right, why can' t you see
(There's a good and a bad way to love somebody)
We' ll love each other eternally
Just you and me, baby
(Whoa, whoa, whoa)
Ooh, you' re a big girl now
(There's a right and a wrong way to love somebody)
No more daddy's little girl",1987,1.0,5:17
Janet Jackson - What Have You Done For Me Lately [Control],Z:/Old School 70s80s/Janet Jackson - What Have You Done For Me Lately [Control].mp3,,299546,Music,Old School 70s80s (Smooth),10000,0,20000,0,249,"What's up girl?
He stood me up again
Again?
Mmhmm
Well what's up with this guy?
Do you really like him that much?
Yes honey, I love him, he is fine
He does a lot of nice things for me
I know he used to do nice stuff for you
But what has he done for you lately?

Used to be a time when you would pamper me
Used to brag about it all the time
Your friends seem to think that you're so peachy keen
But my friends say neglect is on your mind
Who's right?

What have you done for me lately?
Ooh ooh ooh yeah
What have you done for me lately?
Ooh ooh ooh yeah

Used to go to dinner almost every night
Dancin' 'til I thought I'd lose my breath
Ahh
Now it seems your dancing feet are always on my couch
Good thing I cook or else we'd starve to death
Ain't that a shame?

What have you done for me lately?
Ooh ooh ooh yeah
What have you done for me lately?
Ooh ooh ooh yeah

I never ask for more than I deserve
You know it's the truth
You seem to think you're God's gift to this earth
I'm tellin' you, no way

You ought to be thankful for the little things,
But little things are all you seem to give
You're always putting off what we coul do today
Soap opera says, you've got one life to live
Who's right, who's wrong?

What have you done for me lately?
Ooh ooh ooh yeah
What have you done for me lately?
Ooh ooh ooh yeah
What have you done for me lately?
Ooh ooh ooh yeah
What have you done for me lately?
Ooh ooh ooh yeah

Get with it

What have you done for me lately?
Ooh ooh ooh yeah (yeah ha)
What have you done for me lately?
Ooh ooh ooh yeah (yeah)
What have you done for me lately?
Ooh ooh ooh yeah (yeah)

What have you done for me lately? (lately)
Ooh ooh ooh yeah
What have you done for me lately?
Ooh ooh ooh yeah
What have you done for me lately? (This is wild, I swear)",1986,1.0,4:59
Anita Baker - Caught Up in the Rapture [Rapture],Z:/Old School 70s80s/Anita Baker - Caught Up in the Rapture [Rapture].mp3,,250305,Music,Old School 70s80s (Smooth),10000,0,20000,0,256,"Pa, pa, pa, pa
Pa, pa, pa, pa
Pa, pa, pa, pa

When we met, I always knew
I would feel the magic for you
On my mind constantly
In my arms is where you should be

I love you here by me, baby
You let my love fly free
I want you in my life for all time

(La,la, la) I'm caught up in the rapture of love
Nothing else can compare
When I feel the magic of you
Aaahhhhhhh (Pa, pa, pa, pa)

We stand side by side
Till the storms of life pass us by
Light my life, warm my heart
Say tonight will be just the start

I love you here by me, baby
You let my love fly free
I want you im my life for all time

I'm caught up in the rapture of love
Nothing else can compare
When I feel the magic of you
The feeling's always new
Caught up in the rapture of you
Aaahhhhhhh

I love you here by me, baby
You let my love fly free
I want you in my life for all time

I'm caught up in the rapture of love

Nothing else can compare
When I feel the magic of you
The feeling's always new
Caught up in the rapture of you
Aaahhhhhhh

Caught up in the rapture of love
Aaahhhhhhh.
Caught up in the rapture of love
Aaahhhhhhh.",1986,1.0,4:10
Rockwell - Topic - Somebody's Watching Me,Z:/Old School 70s80s/Rockwell - Topic - Somebody's Watching Me.mp3,,298919,Music,Old School 70s80s (Smooth),10000,0,20000,0,241,"Who's watching?
Tell me who's watching?
Who's watching me?

I'm just an average man with an average life
I work from 9 to 5, hey hell, I pay the price
All I want is to be left alone, in my average home
But why do I always feel
Like I'm in the Twilight Zone?

I always feel like somebody's watchin' me
And I have no privacy (oh oh oh)
I always feel like somebody's watchin' me
Tell me is it just a dream?

When I come home at night
I bang the door real tight
People call me on the phone I'm trying to avoid
Or can the people on TV see me or am I just paranoid?

When I'm in the shower, I'm afraid to wash my hair
'Cause I might open my eyes and find someone standing there!
People say I'm crazy, just a little touched
But maybe showers remind me of Psycho too much
That's why

I always feel like somebody's watchin' me
And I have no privacy (oh oh oh)
I always feel like somebody's watchin' me
Who's playing tricks on me?

(Who's watching me?)
I don't know anymore!
Are the neighbours watching me? (Who's watching?)
Well is the mailman watching me? (Tell me who's watching?)
And I don't feel safe anymore, oh what a mess
I wonder who's watching me now! (Who?)
The IRS?!

I always feel like somebody's watchin' me
And I have no privacy (oh oh oh)
I always feel like somebody's watchin' me
Tell me is it just a dream

I always feel like somebody's watchin' me
And I have no privacy (oh oh oh oh)
I always feel like somebody's watchin' me
Who's playing tricks on me?

(Oh oh oh)

(Who's watching me?)
I always feel like somebody's watchin' me
Ooh, num, ah, ooh
I always feel like somebody's watchin' me
(Who's watching me?)
I always feel like somebody's watching me
Ooh, num, ah, ooh
I always feel like somebody's watching me
(Who's watching me?)

I always feel like somebody's watching me
And I have no privacy (oh oh oh oh)
I always feel like somebody's watching me
I can't enjoy my tea! (Who's watching me?)
I always feel like somebody's watching me
Can I have my privacy? (Oh oh oh)
I always feel like somebody's watching me
Who's watching me? (Who's watching me?)
I always feel like somebody's watching me
Hee hee (oh oh oh oh)
I always feel like somebody's watching me
Stop playing tricks on me! (Who's watching me?)
I always feel like somebody's watching me
Why don't they leave me be? (Oh oh oh)
I always feel like somebody's watching me",1984,1.0,4:58
Sade - The Sweetest Taboo [Promise],Z:/Old School 70s80s/Sade - The Sweetest Taboo [Promise].mp3,,277447,Music,Old School 70s80s (Smooth),10000,0,20000,0,264,"If I tell you
If I tell you now
Will you keep on
Will you keep on loving me?
If I tell you
If I tell you how I feel
Will you keep bringing out the best in me?

You give me, you give me the sweetest taboo

You give me, you give me the sweetest taboo
Too good for me

There's a quiet storm and it never felt like this before
There's a quiet storm that is you
There's a quiet storm and it never felt this hot before
Giving me something that's taboo
(Sometimes I think you're just too good for me)

You give me the sweetest taboo
That's why I'm in love with you (With you)
You give me you give me the sweetest taboo
Too good for me (Sometimes I think you're just too good for me)

I'd do anything for you
I'd stand out in the rain
Anything you want me to do
Don't let it slip away

There's a quiet storm and it never felt like this before
There's a quiet storm I think it's you
There's a quiet storm and I never felt this hot before
Giving me something that's taboo

You give me the you give me the sweetest taboo
That's why I'm in love with you (With you)
You give me, keep giving me the sweetest taboo
Too good for me

You got the biggest heart
Sometimes I think you're just too good for me
Every day is Christmas and every night is New Year's Eve

Will you keep on loving me? Ha-ha
Will you keep on, will you keep on
Bringing out the best in me?",1985,1.0,4:37
Lionel Richie - You Are [Lionel Richie],Z:/Old School 70s80s/Lionel Richie - You Are [Lionel Richie].mp3,,305711,Music,Old School 70s80s (Smooth),10000,0,20000,0,249,"Baby, you'll find
There's only one love
Yours and mine
I've got so much love

And needing you so
My love for you
I'll never let go
I've got so much love for ya

All I want is to hold you
Let me show how much I love you baby (show you)
I don't mind it and I don't mind (loving you)
Girl, I love you
There's no one above you

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh-oh, oh-oh, oh-oh, yeah-yeah-yeah)

Tell me it's true
I can't believe you do what you do
I've got so much love
And my love you'll see
We'll stay together, just you and me
I've got so much love (so much love)

Only you, oh, yeah (know me)
Tell me how to love you baby (show me)
I don't mind and I don't mind (tell me)
Girl, I love you
Always thinking of you

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh-oh, oh-oh, oh-oh, yeah-yeah-yeah)

I know you know, the way I'm feeling
I need your love, for always
'Cause when I'm with you
I fall in love
Again and again and again, baby

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh-oh, oh-oh, oh-ohh...)

You are the sun
You are the rain, baby
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh-oh, oh-oh, oh-ohh...)

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh-oh, oh-oh, oh-ohh...)

You are the sun
You are the rain
That makes my life this foolish game
You need to know
I love you so
And I'd do it all again and again
(Oh-oh...)",1982,1.0,5:05
Luther Vandross - So Amazing [Give Me The Reason],Z:/Old School 70s80s/Luther Vandross - So Amazing [Give Me The Reason].mp3,,222589,Music,Old School 70s80s (Smooth),10000,0,20000,0,241,"Love has truly been good to me
Not even one sad day
Or minute have I had
Since you've come my way
I hope you know, I'd gladly go
Anywhere you'd take me

It's so amazing to be loved
I'd follow you to the moon in the sky above

I'd go

Got to tell you how you thrill me
I'm happy as I can be
You have come
And it's changed my whole world
Bye-bye sadness, hello mellow
What a wonderful day

It's so amazing to be loved
I'd follow you to the moon in the sky above

I'd go

And it's so amazing, amazing (so amazing)
I could stay forever, forever (stay for ever)
Here in love and no, leave you never (no, leave you never)
'Cause we've got amazing love (amazing love)
Truly it's amazing, amazing (so amazing)
Love brought us together, together (we're together)
I will leave you never and never (leave you never)
I guess, we've got amazing love (amazing love)

Ooh, so amazing and I've been waiting
For a love like you

It's so amazing to be loved
I'd follow you to the moon in the sky above
Oh, and it's so, it's so
It's so amazing to be loved
I'd follow you to the moon in the sky above
And you know, it's so

It's so amazing to be loved
I'd follow you to the moon in the sky above
Hey, hey, hey, yeah, it's so

It's so amazing to be loved
I'd follow you to the moon in the sky above
Hey, hey, yeah, hey, yeah, yeah, hey, it's so
It's so amazing...",1986,1.0,3:42
